old_serial_numbers,product_name,unit_price,company_profit,unit,product_category,the_cost,retail_price,product_profit,product_description,storage,product_color,various_elements,length,extra_freight,lead_time,raw_material,minimum_order_quantity,supplier,supplier_contact_person,supplier_phone_number,supplier_fax_number,supplier_cell_phone,supplier_address,supplier_email,remark,supplier_bank_information,product_website
A006169,(銀色)1.5公分旋轉?2個,11.33333,0.6,個,A006,6.8,0,,,,,-3.4,,,,,,昌潤,,,,,,,,,A006169
A024225,單條把手：長43X寬1.5公分一條(仿帆布6安高密)(水壺袋),5.683333,0.6,2條,A024,3.41,0,,布(布片49X6)1條,,,,,,,,,,,,,,,,,,A024225
A027125,水壺袋專用1公分D環布：布片高6X寬2公分2片(仿帆布6安高密),0.933333,0.6,個,A027,0.56,0,,布片高6*寬2二片,,,,,,,,,,,,,,,,,,
A027126,水壺袋專用加耳朵的布：成品約高5X寬5公分耳朵(1對)(仿帆布6安高密),2.933333,0.6,個,A027,1.76,0,,布片高7*寬28一片,,,,,,,,,,,,,,,,,,
A027127,水壺袋專用加耳朵的布：成品約高11X寬5公分耳朵(1對)(仿帆布6安高密),5.916667,0.6,個,A027,3.55,0,,布片高13*寬28一片,,,,,,,,,,,,,,,,,,
A024226,單條背帶：長150X寬1.5公分一條(仿帆布6安高密)(水壺袋),17.83333,0.6,2條,A024,10.7,0,,布(布片156X6)1條,,,,,,,,,,,,,,,,,,A024226
A027128,加單耳朵的布：在高2.6X寬4.7公分內作圖包含出血(斜紋布)(成品約高1.1X寬3.7公分),0.516667,0.6,個,A027,0.31,0,,布片高3*寬9.5一片(內含出血),,,,,,,,,,,,,,,,,,
A006170,1.6公分活動日環一個(銀色),2.333333,0.6,個,A006,1.4,0,,,,,5分活動日環(線徑2.5*內寬16mm*內高13mm),,,,,,昌潤,,,,,,,,,A006170
A006171,1.6公分活動日環一個(青古色),2.333333,0.6,個,A006,1.4,0,,,,,5分活動日環(線徑2.5*內寬16mm*內高13mm),,,,,,昌潤,,,,,,,,,A006171
A006172,(青古色)1.5公分旋轉?2個,11.33333,0.6,個,A006,6.8,0,,,,,-3.4,,,,,,昌潤,,,,,,,,,A006172
A004193,(直放-網布)卡套零錢包：包邊1.9公分特多人織帶(1條15.5公分),3.590833,0.6,公分,A004,2.1545,0,,(直放-網布)高8.5x寬12X厚度1公分卡套零錢包用包邊條14公分1條,,,,,,,,,,,,,,,,,,A004193
A024227,單條頸帶：長90X寬1.5公分一條(斜紋貼布襯)(卡套用),13.71667,0.6,2條,A024,8.23,0,,布(布片92X6)1條,,,,,,,,,,,,,,,,,,A024227
A010039,轉印卡套框內塑膠布：寬6.5X高9.5公分,1.666667,0.6,個,A010,1,0,,表布(一捲4000公分2835元)高4尺一馬75元,,,,,,,,,銘緯橡膠有限公司,0913-902360,,,,,,,,
A004194,(白色)2.5公分魔鬼氈1公分一組,0.416667,0.6,公分,A004,0.25,0,,,,白色,寬2.5公分,,,7-14天,,一碼24元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004194
A004195,(黑色)2.5公分魔鬼氈1公分一組,0.416667,0.6,公分,A004,0.25,0,,,,白色,寬2.5公分,,,7-14天,,一碼24元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004195
A008117,1.7公分白色粗繩86公分2條(綁起來約60),23.88889,0.6,公分,A008,14.333,0,,1個結約13公分X2+(想要的長度),,白色,1碼7.5元,,,14-30天,尼龍,,名紀企業,鄭凱夫先生,02-25550586,02-25562820,0933-908-541,台北市南京西路99號,,www.rope.com.tw,,A008117
A027129,1公分D環布：布片高4X寬4公分1片(斜紋布加紙襯),0.833333,0.6,個,A027,0.5,0,,布片高4*寬4一片,,,,,,,,,,,,,,,,,,
A024228,袋類通用把手：長50X寬2.5公分二條(往下折1.5公分用)(600D防潑水貼布襯),27.5,0.6,2條,A024,16.5,0,,裁切2元+布14.5(布片60X10二條),,,,,,,,,,,,,,,,,,A024228
A024229,袋類通用把手：長55X寬3公分二條(往下折4公分用)(600D防潑水貼布襯),26.56667,0.6,2條,A024,15.94,0,,(布片63X12-2條),,,,,,,,,,,,,,,,,,A024229
A027130,轉印內口袋：高16(-4)公分X寬10公分(轉印600D防潑水貼布襯)(口袋固定在上緣)(往下折4公分用),6.133333,0.6,個,A027,3.68,0,,布片高29*寬12(布3.59),,,,,,,,,麥歐,,,,,,,,,
A027131,轉印內口袋：高16(-4)公分X寬10公分(轉印仿帆布10安)(口袋固定在上緣)(往下折4公分用),4.983333,0.6,個,A027,2.99,0,,布片高29*寬12(布3.59),,,,,,,,,麥歐,,,,,,,,,
A024230,袋類通用把手：長55X寬3公分二條(往下折4公分用)(10安仿帆布),21.4,0.6,2條,A024,12.84,0,,(布片63X12-2條),,,,,,,,,,,,,,,,,,A024230
A008118,鑰匙包專用：0.2公分仿皮線-咖啡色25公分一條,0.666667,0.6,公分,A008,0.400,0,,,,,,,,,,,,,,,,,,,,A008118
A027132,鑰匙包加耳朵的布：(貓耳)(高3X寬6.5公分折耳朵)(1對)(轉印(300D)斜紋布加紙襯),5.216667,0.6,個,A027,3.13,0,,布片高4.5*寬30一片,,,,,,,,,,,,,,,,,,
A027133,鑰匙包繩子上方布：高10X寬8.5一片(轉印(300D)斜紋布加紙襯),2.666667,0.6,個,A027,1.6,0,,布片高10*寬8.5一片,,,,,,,,,,,,,,,,,,
A027134,鑰匙包加耳朵的布：(貓耳)(高3X寬6.5公分折耳朵)(1對)(仿麂皮布),4.65,0.6,個,A027,2.79,0,,布片高4.5*寬30一片,,,,,,,,,,,,,,,,,,
A027135,鑰匙包繩子上方布：高10X寬8.5一片(仿麂皮布),2.366667,0.6,個,A027,1.42,0,,布片高10*寬8.5一片,,,,,,,,,,,,,,,,,,
A024231,大型購物袋把手：長48X寬4公分二條(仿帆布6安高密),20.26667,0.6,2條,A024,12.16,0,,布12.16(布片50X6),,,,,,,,,,,,,,,,,,A024231
A024232,大型購物袋綁帶：1條長50公分1條長95公分(往下4公分)(仿帆布6安高密),21.08889,0.9,2條,A024,18.98,0,,布18.98(布片101X6二條)12.2(布片56X6二條)6.78,,,,,,,,,,,,,,,,,,A024232
A027136,貼式口袋高22公分X寬25公分(轉印仿帆布6安高密),17.86667,0.6,個,A027,10.72,0,,布片高46*寬27對折車一圈翻過來壓線,,,,,,,,,麥歐,,,,,,,,,
A027137,貼式口袋高22公分X寬25公分(轉印仿帆布10安),16.16667,0.6,個,A027,9.7,0,,布片高46*寬27對折車一圈翻過來壓線,,,,,,,,,麥歐,,,,,,,,,
A024233,大型購物袋把手：長48X寬4公分二條(10安仿帆布),20,0.6,2條,A024,12,0,,布12(布片50X6四條),,,,,,,,,,,,,,,,,,A024233
A024234,大型購物袋綁帶：1條長50公分1條長95公分(往下4公分)(10安仿帆布),31.23333,0.6,2條,A024,18.74,0,,布18.74(布片101X6二條)12.04(布片56X6二條)6.7,,,,,,,,,,,,,,,,,,A024234
A006173,(青古色)4公分扣式轉頭勾勾(2個)，4公分調整環(1個)，2.5公分D型環(3個),214.1667,0.6,個,A006,128.5,0,,青古色4公分轉頭勾勾(QB02-56元溪水)，4公分調整環(O07-12溪水)，2.5公分D型環(1.5昌潤),,青古色,青古色4公分轉頭勾勾(QB02-56元)，4公分調整環(O07-12)，2.5公分D型環(O16-2.8),,150,14-30天,,,溪水製作所-永樂店，溪水鞋扣工藝社,陳小姐-永樂店,02-25586464，02-25505943,02-25508685，02-25586004,,台北市延平北路2段55號，台北市長安西路278號,gs.diy@msa.hinet.net(永樂店),,,A006173
A027138,2組貼式口袋高14公分X寬14公分(轉印仿帆布6安高密),14.3,0.6,個,A027,8.58,0,,布片高30*寬16對折車一圈翻過來壓線,,,,,,,,,麥歐,,,,,,,,,
A008119,39X45.5束口背包專用：0.5公分黑繩210公分繩子2條,31.16667,0.6,公分,A008,18.700,0,,,,,,,,,,,,,,,,,,,,
A008120,(小豬用)0.2公分仿皮線-咖啡色10公分一條,0.266667,0.6,公分,A008,0.160,0,,,,,,,,,,,,,,,,,,,,A008120
A024235,把手：長55X寬2公分二條(10安仿帆布)(往下折2公分用),15.56667,0.6,2條,A024,9.34,0,,裁切2元+布5.57(布片59X8)2條,,,,,,,,,,,,,,,,,,A024235
A029024,寬15.6*高17.6cm/單色列印，200P牛皮紙(1000張),5.833333,0.6,無,A029,3.5,0,,,,,,,,,,,,,,,,,,,,A029024
A024236,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(斜紋布加紙襯),5.483333,0.6,1條,A024,3.29,0,,裁切1元+布2.36(布片27X8),,,,,,,,,,,,,,,,,,A024236
A024237,提把小物包側把手：長25X寬1.5公分一條(對折約12.5X1.5公分)(斜紋布加紙襯),4.7,0.6,1條,A024,2.82,0,,裁切1元+布2.38(布片27X6),,,,,,,,,,,,,,,,,,A024237
A006174,(青古色)2.5公分扁雙圈+卡套旋轉?(各1),7,0.6,個,A006,4.2,0,,,,,GC022-(外25MM扁鋼雙圈)青古1.5+7MM卡套旋轉?S230(2.7),,,,,,昌潤,,,,,,,,,A006174
A024238,單條頸帶：長90X寬1.5公分一條(斜紋貼紙襯)(卡套用),13.71667,0.6,1條,A024,8.23,0,,布(布片92X6)1條,,,,,,,,,,,,,,,,,,A024238
A024239,把手：長55X寬2公分二條(仿帆布6安高密)(往下折2公分用),20.8,0.6,2條,A024,12.48,0,,裁切2元+布5.57(布片59X8)2條,,,,,,,,,,,,,,,,,,A024239
A008121,鑰匙包專用：0.2公分仿皮線-咖啡色30公分一條,0.778333,0.6,公分,A008,0.467,0,,,,,,,,,,,,,,,,,,,,A008121
A004196,包類專用：2.5公分純棉平織背包帶31公分2條(往下折3公分用),13.76667,0.6,公分,A004,8.26,0,,,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004196
A004197,2.5公分特多人織帶27公分2條,14.5,0.6,公分,A004,8.7,0,,,,多色,寬2.5公分,,,,特多,一碼14.5元,奐美貿易有限公司,李富國,02-25596621,,0931-673442,台北市大同區延平北路2段35號5樓,,,,A004197
A027139,現成內口袋：高17(-3)公分X寬14公分(仿帆布10安)(口袋固定在上緣)(往下折3公分用),5.15,0.6,個,A027,3.09,0,,布片高34*寬17(布3.09),,,,,,,,,麥歐,,,,,,,,,
A027140,現成內口袋：高17(-3)公分X寬14公分(帆布6安高密)(口袋固定在上緣)(往下折3公分用),8.1,0.6,個,A027,4.86,0,,布片高34*寬17(布3.09),,,,,,,,,麥歐,,,,,,,,,
A024240,把手：長68X寬2.5公分二條(仿帆布6安高密)(往下折10公分用),30.26667,0.6,2條,A024,18.16,0,,裁切2元+布17.16(布片88X10)2條,,,,,,,,,,,,,,,,,,A024240
A008122,寬38公分束口袋專用：0.5公分白繩100公分兩條,3.75,0.8,公分,A008,3.000,0,,,,,,,,,,,,,,,,,,,,
A024241,單條背帶：長150X寬1.5公分一條(斜紋貼布襯)(橫式側背包用),29.9,0.6,2條,A024,17.94,0,,布(布片160X6)1條,,,,,,,,,,,,,,,,,,A024241
A006175,(青古色)1.6公分活動日環一個，1.5公分旋轉?2個，1公分D型環2個,15.66667,0.6,個,A006,9.4,0,,,,,(3.4)X2+(0.6)X2,,,,,,昌潤,,,,,,,,,A006175
A006176,(銀色)1.6公分活動日環一個，1.5公分旋轉?2個，1公分D型環2個,15.66667,0.6,個,A006,9.4,0,,,,,(3.4)X2+(0.6)X2,,,,,,昌潤,,,,,,,,,A006176
A027141,單耳朵的布：在高6.5X寬6公分內作圖包含出血(斜紋布)(成品約高5X寬5公分),1.1,0.6,個,A027,0.66,0,,布片高6*寬6.5一片(內含出血),,,,,,,,,,,,,,,,,,
A008123,寬21公分束口袋專用：0.5公分白繩60公分兩條,3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A010040,0.1公分黑色PE塑膠板12X18,5,0.6,一碼,A010,3,0,,一片3(可裁54片),,黑色,90X120=150元,,,,,,明偉塑膠,,,,,,,,,A010040
A027142,2組1.5公分旋轉勾布：布片高5X寬6公分(仿帆布6安高密),1.1,0.6,個,A027,0.66,0,,布片高5*寬6二片,,,,,,,,,,,,,,,,,,
A008124,寬12公分束口袋專用：0.5公分黑繩55公分繩子2條,8.15,0.6,公分,A008,4.890,0,,,,,,,,,,,,,,,,,,,,
A003065,9吋YKK塑鋼拉鍊(拉環頭，5號齒，多色可選)約25.5公分,23.33333,0.6,條,A003,14,0,,需等1個月,,多色,10吋,約25.35公分,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003066,9吋YKK塑鋼拉鍊(拉環頭，3號齒，多色可選)約25.5公分,23.33333,0.6,條,A003,14,0,,需等1個月,,多色,10吋,約25.35公分,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A019047,OP043-50*50公分,2.5,1,1個,A019,2.5,1.29,,一次要訂4000個,,,80*60*64,,,7-14天,塑膠,,田一塑膠工業股份有限公司,陳佳樑先生,02-2901-8335,02-29066283,,新北市新莊區新樹路69-60號1樓,,,,
A004199,包類專用：2.5公分純棉平織背包帶33公分2條(往下折4公分用),14.66667,0.6,公分,A004,8.8,0,,#6128(棉本白)一碼12元，2.5CM寬,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004199
A004200,2.5公分純棉平織背包帶220公分1條+(包邊)2.5公分特多人織帶67公分2條(高20X寬26X厚6公分專用),84.84,0.6,公分,A004,50.904,0,,#6128(棉本白)一碼12元，2.5CM寬+一公分0.161元(29.33+21.574),,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004200
A006177,(全部青古色)2.5公分活動日環一個+口形環1個+1.4公分超薄強力素面磁扣二組,22.83333,0.6,個,A006,13.7,0,,1.6+0.9+5.6*2,,,5分活動日環(線徑2.5*內寬16mm*內高13mm),,,,,,昌潤,,,,,,,,,A006177
A027143,高20X寬26X厚6公分專用：外口袋高14公分+內口袋高14公分(中間車二條分成2格)(仿帆布6安高密),7.466667,0.6,個,A027,4.48,0,,布片高30*寬28二片,,,,,,,,,麥歐,,,,,,,,,
A027144,高20X寬26X厚6公分專用：外口袋高14公分(中間車二條分成2格)(仿帆布6安高密),3.733333,0.6,個,A027,2.24,0,,布片高30*寬29,,,,,,,,,麥歐,,,,,,,,,
A027145,加耳朵的布：(成品約高8X寬10公分)在高10X寬12公分內作圖包含出血(一對)(仿帆布6安高密),8.783333,0.6,個,A027,5.27,0,,布片高20*寬26一片(內含出血),,,,,,,,,,,,,,,,,,
A006178,(全部青古色)2.5公分活動日環一個+口形環1個,4.166667,0.6,個,A006,2.5,0,,1.6+0.9,,,5分活動日環(線徑2.5*內寬16mm*內高13mm),,,,,,昌潤,,,,,,,,,A006178
A004201,2.5公分純棉平織背包帶220公分1條(高20X寬26X厚6公分專用),48.88333,0.6,公分,A004,29.33,0,,#6128(棉本白)一碼12元，2.5CM寬,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004201
A027146,加插吸管布：成品約高19X寬4公分(600D防潑水)(雨傘袋專用),3.15,0.6,個,A027,1.89,0,,布片高39*寬5一片(內含出血),,,,,,,,,,,,,,,,,,
A003067,雨傘袋：80公分YKK尼龍拉鍊5號齒一條(單邊齒雙拉),39.33333,0.6,條,A003,23.6,0,,,,,,,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A004202,雨傘袋專用：1又2分之1包邊滾條-黑色寬約3.8公分(40公分1條)(80公分1條)(圓底直徑8.5(成品約8公分)X高26公分),9.333167,0.6,公分,A004,5.5999,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004202
A027147,鑰匙包鳥毛：在高5.5X寬9公分內作圖包含出血(600D防潑水),2.333333,0.6,個,A027,1.4,0,,布片高5.5*寬18一片(內含出血),,,,,,,,,,,,,,,,,,
A024242,食物袋把手：長25X寬1.5公分一條(斜紋布),2.216667,0.6,1條,A024,1.33,0,,布1.33(布片27X6),,,,,,,,,,,,,,,,,,A024242
A027148,高20X寬26X厚6公分專用：內口袋高14公分(中間車二條分成2格)(仿帆布6安高密),3.733333,0.6,個,A027,2.24,0,,布片高30*寬29,,,,,,,,,麥歐,,,,,,,,,
A027149,圍裙口袋布：高25公分X寬40公分中間有分隔線(600D防潑水),30.23333,0.6,個,A027,18.14,0,,(車好翻面壓線)布片高52*寬42一片,,,,,,,,,,,,,,,,,,
A027150,各種包專用：高20公分X寬15公分內袋(現成斜紋布),7.283333,0.6,個,A027,4.37,0,,布片高42*寬17,,,,,,,,,麥歐,,,,,,,,,
A029025,寬6*高9cm/亮P雙面彩印250P(3000張),1.2,1,無,A029,1.2,0,,,,,,,,,,,,,,,,,,,,A029025
A029026,寬6*高9cm/亮P雙面彩印250P(5000張),1,1,無,A029,1,0,,,,,,,,,,,,,,,,,,,,A029026
A029027,寬6*高9cm/亮P雙面彩印250P(8000張),0.8,1,無,A029,0.8,0,,,,,,,,,,,,,,,,,,,,A029027
A024243,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)((300D)斜紋布),5.333333,0.6,1條,A024,3.2,0,,裁切1元+布3.17(布片27X8),,,,,,,,,,,,,,,,,,A024243
A027151,貼口袋：高17公分X寬12公分(現成斜紋布),6.25,0.6,個,A027,3.75,0,,布片高36*寬14一片,,,,,,,,,,,,,,,,,,
A004203,包類專用：2.5公分純棉平織背包帶29公分2條(有內裡用)(往下2公分車),12.89,0.6,公分,A004,7.734,0,,#6128(棉本白)一碼12元，2.5CM寬,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004203
A010041,上半透明扭蛋高7X直徑6公分(混色),7,0.6,一碼,A010,4.2,0,,一次5000PS，約一星期，客製色要10天(底有半透跟不透),,,,,,,,,大樹股份有限公司,任美鳳,02-22690895,02-22696570,,新北市土城區慶祥街71號,,,,A010041
A027152,加耳朵的布：在高6.5X寬6公分內作圖包含出血(一對)(300D斜紋布)(成品約高5X寬5公分),3.566667,0.6,個,A027,2.14,0,,布片高24*寬6.5一片(內含出血),,,,,,,,,,,,,,,,,,
A025065,上半透明扭蛋高7X直徑6公分(混色),7,0.6,一碼,A025,4.2,0,,一次5000PS，約一星期，客製色要10天(底有半透跟不透),,,,,,,,,大樹股份有限公司,任美鳳,02-22690895,02-22696570,,新北市土城區慶祥街71號,,,,A025065
A006179,伸縮桿70-120CM一隻,166.6667,0.6,個,A006,100,0,,一次1000隻,,,,,,,,,,,,,,,,,,A006179
A027153,高20X寬26X厚6公分專用：內口袋高14公分(1大格)(仿帆布10安),14.83333,0.6,個,A027,8.9,0,,布片高30*寬29,,,,,,,,,麥歐,,,,,,,,,
A027154,加插吸管布：成品約高18X寬4公分(300D斜紋布)(雨傘袋專用),2.666667,0.6,個,A027,1.6,0,,布片高37*寬5一片(內含出血),,,,,,,,,,,,,,,,,,
A003068,大型購物袋：59公分YKK尼龍拉鍊5號齒一條(寬56.5公分用),37.575,0.8,條,A003,30.06,0,,,,,,,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003069,24吋YKK拉鍊(一般頭，3號齒，只有白色),15.33333,0.6,條,A003,9.2,8,,一打110元,,多色,24吋,,120,3-5天,尼龍,1打12條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003070,5吋YKK塑鋼拉鍊(燈泡頭，3號齒，多色可選),20,0.6,條,A003,12,0,,需等1個月3VFNN5+燈泡頭12(3號塑剛閉口5吋+燈泡),,多色,5吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003071,6吋YKK塑鋼拉鍊(燈泡頭，3號齒，多色可選),21.66667,0.6,條,A003,13,0,,需等1個月3VFN6+燈泡頭13(3號塑剛閉口6吋+燈泡),,多色,6吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003072,7吋YKK塑鋼拉鍊(拉罐頭，3號齒，多色可選),23.33333,0.6,條,A003,14,0,,需等1個月3VFN7+細拉罐頭14(3號塑剛閉口7吋+拉罐頭),,多色,7吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003073,8吋YKK塑鋼拉鍊(拉罐頭，3號齒，多色可選),23.33333,0.6,條,A003,14,0,,需等1個月3VFN8+細拉罐頭14(3號塑剛閉口8吋+拉罐頭),,多色,8吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A027155,隨身斜背包背帶：103公分X寬1.5公分(300D斜紋布加布襯),16.13333,0.6,個,A027,9.68,0,,布片高110*寬6一片,,,,,,,,,,,,,,,,,,
A027156,加耳朵的布：高5X寬5公分耳朵(1對)(300D斜紋布加布襯),6.3,0.6,個,A027,3.78,0,,布片高16*寬17一片,,,,,,,,,,,,,,,,,,
A027157,1公分D環布：布片高4X寬4公分2片(300D斜紋布加紙襯),1.466667,0.6,個,A027,0.88,0,,布片高4*寬4二片,,,,,,,,,,,,,,,,,,
A006180,1公分D型環(2個)，1.4公分超薄強力素面磁扣一組(全部銀色),11.33333,0.6,個,A006,6.8,0,,,,青古色(磁鐵),S01B14MM強力磁扣(青古)(5.6)，D型環(0.6)X2,,,,,,昌潤,,,,,,,,,A006180
A004204,2.5公分多色PP織帶：150公分一條,10,0.6,公分,A004,6,0,,一碼2.5元+運費200元，一公分0.04元,,多色,寬2.5公分,,,7-14天,PP,一碼2.5元,永富,,,,,,,,,A004204
A004205,2.5公分多色PP織帶：220公分1條(高20X寬26X厚6公分專用),14.66667,0.6,公分,A004,8.8,0,,一碼2.5元+運費200元，一公分0.04元,,多色,寬2.5公分,,,7-14天,PP,一碼2.5元,永富,,,,,,,,,A004205
A027158,1公分D環布：布片高4X寬4公分1片(仿帆布6安高密),0.5,0.6,個,A027,0.3,0,,布片高4*寬4二片,,,,,,,,,,,,,,,,,,
A010042,0.1公分黑色PE塑膠板14X34,10.425,0.8,一碼,A010,8.34,0,,一片8.34(可裁18片),,黑色,90X120=150元,,,,,,明偉塑膠,,,,,,,,,A010042
A024244,把手：長70X寬3公分二條(10安仿帆布)(往下折5公分用),24.1,0.6,2條,A024,14.46,0,,裁切2元+布(布片80X12)2條,,,,,,,,,,,,,,,,,,A024244
A006181,1.5公分D型環(2個),2.333333,0.6,個,A006,1.4,0,,,,,1.5D型環(0.7)X2,,,,,,昌潤,,,,,,,,,A006181
A006182,1.5公分D型環(2個)，旋轉?2個(可穿寬1.5公分織帶),13.66667,0.6,個,A006,8.2,0,,,,,1.5旋轉勾(3.4)X2，1.5D型環(0.7)X2,,,,,,昌潤,,,,,,,,,A006182
A003074,二條5吋YKK塑鋼拉鍊(燈泡頭，3號齒，多色可選),40,0.6,條,A003,24,0,,需等1個月3VFNN5+燈泡頭12(3號塑剛閉口5吋+燈泡),,多色,5吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003075,二條6吋YKK塑鋼拉鍊(燈泡頭，3號齒，多色可選),43.33333,0.6,條,A003,26,0,,需等1個月3VFN6+燈泡頭13(3號塑剛閉口6吋+燈泡),,多色,6吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003076,二條7吋YKK塑鋼拉鍊(拉罐頭，3號齒，多色可選),46.66667,0.6,條,A003,28,0,,需等1個月3VFN7+細拉罐頭14(3號塑剛閉口7吋+拉罐頭),,多色,7吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003077,二條8吋YKK塑鋼拉鍊(拉罐頭，3號齒，多色可選),46.66667,0.6,條,A003,28,0,,需等1個月3VFN8+細拉罐頭14(3號塑剛閉口8吋+拉罐頭),,多色,8吋,,120,3-4星期,銅,一次一色50條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A024245,單把手：長28X寬1.5公分一條(對折約14X1.5公分)(仿帆布6安高密),3.6,0.6,1條,A024,2.16,0,,布2.16(布片30X6),,,,,,,,,,,,,,,,,,A024245
A024246,可調背帶：寬1.5X最長可調到145公分一條(仿帆布6安高密)(布片6X160公分),18.6,0.6,1條,A024,11.16,0,,布11.16(布片160X6),,,,,,,,,,,,,,,,,,A024246
A027159,1公分D環布：布片高4X寬4公分2片(仿帆布6安高密),1.1,0.6,個,A027,0.66,0,,布片高4*寬4二片,,,,,,,,,,,,,,,,,,
A027161,1.5公分D環布：布片高5X寬4公分1片(仿帆布6安高密),1.266667,0.6,個,A027,0.76,0,,布片高5*寬4一片,,,,,,,,,,,,,,,,,,
A027162,1.5公分D環布：布片高5X寬4公分2片(仿帆布6安高密),2.533333,0.6,個,A027,1.52,0,,布片高5*寬4二片,,,,,,,,,,,,,,,,,,
A029028,客製背卡寬4*高6cm/150磅銅西卡(大霹靂國際整合行銷股份有限公司),3,0.6,無,A029,1.8,0,,,,,,,,,,,,,,,,,,,,A029028
A008125,直徑15公分圓底束口袋專用：0.5公分黑繩70公分兩條,10.38333,0.6,公分,A008,6.230,0,,一碼4元(永富),,,,,,,,,,,,,,,,,,
A024247,單條背帶：長100X寬1.5公分一條((300D)斜紋布貼布襯)(橫式側背包用),17.76667,0.6,2條,A024,10.66,0,,布(布片110X6)1條,,,,,,,,,,,,,,,,,,A024247
A027086,加耳朵的布：高6X寬6公分耳朵(1對)(300D斜紋布加布襯),5.85,0.6,個,A027,3.51,0,,布片高16*寬17一片,,,,,,,,,,,,,,,,,,
A025066,單色印刷高5X寬8X長10公分PVC蓋抽屜盒51T單銅(盒身不上膜),27.65,0.6,一碼,A025,16.59,0,,1550個(24885元),,,,,,,,,代代相傳,,,,,,,,,A025066
A025067,細紙絲,18.33333,0.6,一碼,A025,11,0,,一包225客重(105元)約可裝10盒,,,,,,,,,代代相傳,,,,,,,,,A025067
A024248,袋類通用把手：長50X寬2.5公分二條(300D)斜紋布貼布襯),23.66667,0.6,2條,A024,14.2,0,,裁切2元+布22.48(布片52X10),,,,,,,,,,,,,,,,,,A024248
